name,price,description,images,stock,categoryId,componentType
PC HP Pro Mini 400 G9 (B6RV8AT) (Intel Core i5-12500T/ 8GB DDR4/ 512GB SSD/ Windows 11),14290000,"CPU: Intel Core i5-12500T (2.0 GHz - 4.4 GHz/18MB/6 nhân, 12 luồng)<br/>Đồ họa: Intel UHD Graphics 770<br/>RAM: 1 x 8GB DDR4 3200MHz (2 Khe cắm, Hỗ trợ tối đa 64GB)<br/>Lưu trữ: 512GB M.2 NVMe SSD <br/>Chuột & Bàn phím + Dây nguồn + Chân đế khung đứng dành cho DesktopMini",https://lh3.googleusercontent.com/jJ1nbMj5aeKUxgBS2pGbp0RPDnaAW2Yh2iJCYEew0W1RX95lDq8dKo5WR0GAziVtQp_VkXQTSgSaFC461HbhCEI77bmCys84Mg,0,d46001af-0595-472e-83d4-e437b3b565ba,pc
PC Asus NUC 15 Pro+ (Intel® Core™ Ultra 5-225H/ DDR5/ No OS),15990000,"CPU: Intel® Core™ Ultra 5-225H (2.5 GHz - 4.9 GHz/18MB/14 nhân, 14 luồng)<br/>Đồ họa: Intel Arc Graphics<br/>RAM:  DDR5 6400MHz (2 Khe cắm, Hỗ trợ tối đa 96GB)<br/>Lưu trữ: ",https://lh3.googleusercontent.com/0kTjjg819zIyYgyj25qEvGBmwGwB-gkurOiStsJgtK-ssdS98zdhJzrNuZUXnPc_BBtVit9uhQ-8_XFcFhCa0RmzuIfkEYs_,1,d46001af-0595-472e-83d4-e437b3b565ba,pc
Mac mini M4 (10CPU/ 10 GPU/ 16GB/ 256GB),13990000,CPU: Apple M4 (10CPU/ 10 GPU)<br/>RAM: 16GB<br/>Lưu trữ: 256GB SSD<br/>Hệ điều hành: Mac OS,https://lh3.googleusercontent.com/iR7fsaUAl0trcqXAH2XoOgsNOynAkcTRZo6RD6LFZ_I03792zobYvAu9AfabIlDLsqyp_YtTIGuzdJF2JkZsnF2vlAYIGJxtaw,0,d46001af-0595-472e-83d4-e437b3b565ba,pc
PC HP Pro Mini 260 G9 (Intel Core i3-1315U/ 8GB DDR4/ 256GB SSD/ Windows 11),10390000,"CPU: Intel Core i3-1315U (1.2 GHz - 4.5 GHz/10MB/6 nhân, 8 luồng)<br/>Đồ họa: Intel UHD Graphics<br/>RAM: 1 x 8GB DDR4 3200MHz (2 Khe cắm, Hỗ trợ tối đa 64GB)<br/>Lưu trữ: 256GB M.2 NVMe SSD <br/>Chuột & Bàn phím  + Dây nguồn + Chân đế khung đứng dành cho DesktopMini",https://lh3.googleusercontent.com/4zA8PJ_a-UFzaQZicJSakf257oQooYojSFXqmOvCBgDYSBsBlYMFzKuIT3wFN57qoNFTOGKLIykpiWVZVyePQuHfGQHpkt9b,5,d46001af-0595-472e-83d4-e437b3b565ba,pc
PC HP Pro Mini 400 G9 (Intel Core i5-14500T/ 8GB DDR4/ 512GB SSD/ Windows 11),14990000,"CPU: Intel Core i5-14500T (1.7 GHz - 4.8 GHz/24MB/14 nhân, 20 luồng)<br/>Đồ họa: Intel UHD Graphics 770<br/>RAM: 1 x 8GB DDR4 4800MHz (2 Khe cắm, Hỗ trợ tối đa 64GB)<br/>Lưu trữ: 512GB M.2 NVMe SSD <br/>Chuột & Bàn phím có dây + Dây nguồn + Chân đế khung đứng dành cho DesktopMini",https://lh3.googleusercontent.com/89S6Qm9BH4N8WtQEdE26shvWQHbS2_BYdcWPhXMUVseJ7BT87kBw1WPKd1XieFzjevU6PohsUyzuOSnoF4fwIAPe4zMHSLwu,0,d46001af-0595-472e-83d4-e437b3b565ba,pc
PC Asus NUC 13 Pro Tall RNUC13ANHH500000I (Intel Core i5-13420H/ DDR4/ Free DOS),10390000,"CPU: Intel Core i5-13420H (2.1 GHz - 4.6 GHz/12MB/8 nhân, 12 luồng)<br/>Đồ họa: Intel Iris Xe Graphics<br/>RAM:  DDR4 3200MHz (2 Khe cắm, Hỗ trợ tối đa 64GB)<br/>Lưu trữ: <br/>VESA MOUNT hỗ trợ gắn sau màn hình đi kèm.",https://lh3.googleusercontent.com/veS0JL_KkIoVfK7093qVVmGEv5ntn1uNT-CnN9UJDaJGhhgIhMCje92qZjYGN5DYgkJLffzzKksPl93SZvysNZ8QseDYcq0,0,d46001af-0595-472e-83d4-e437b3b565ba,pc
PC Asus NUC 14 Essential RNUC14MNK9700000 (Intel® Processor N97/ DDR5/ Free DOS),4990000,CPU: Intel® Processor N97 (3.6 GHz/6MB/<br/>Đồ họa: Intel UHD Graphics<br/>RAM:  DDR5)<br/>Lưu trữ: ,https://lh3.googleusercontent.com/Vh812bhJpvx9gd9x4K64SwU7ywSHZ-CM4Dxj9BTaARGvtBbsl46hvcrJz5TZAz8bPFn1XG6cADwniHteaJrztQhjBngdItFT,0,d46001af-0595-472e-83d4-e437b3b565ba,pc
Mac mini M4 (10CPU/ 10 GPU/ 24GB/ 512GB),23990000,CPU: Apple M4 (10CPU/ 10 GPU)<br/>RAM: 24GB<br/>Lưu trữ: 512GB SSD<br/>Hệ điều hành: Mac OS,https://lh3.googleusercontent.com/U81KHcyumhjn0E-gO3-W-ecUHWxV16BO48knvdLUhV999Wexu_iZl2a1IdfbZsIfTsXgImZLFKtDju95POBkW4a_8XI8RdbJ3g,0,d46001af-0595-472e-83d4-e437b3b565ba,pc
Mac mini M4 (10CPU/ 10 GPU/ 16GB/ 512GB),18990000,CPU: Apple M4 (10CPU/ 10 GPU)<br/>RAM: 16GB<br/>Lưu trữ: 512GB SSD<br/>Hệ điều hành: Mac OS,https://lh3.googleusercontent.com/jnSDbh5hjfT7j65hdw466aO6u_zIRLRkjrC1Fdbzx1fZXw2WVX2sF-VrYeic__Yk3go97Wer26z-8JfGJhgPdJwVLYcb1do,0,d46001af-0595-472e-83d4-e437b3b565ba,pc
Mac mini M4 Pro (12CPU/ 16 GPU/ 24GB/ 512GB),33990000,CPU: Apple M4 Pro (12CPU/ 16 GPU)<br/>RAM: 24GB<br/>Lưu trữ: 512GB SSD<br/>Hệ điều hành: Mac OS,https://lh3.googleusercontent.com/AvBIxFBLEbxVFxJ0TbP7nN-PXREI25H4L4Yq4mM68lRKxCKULbCDEBixpvdMZObD2MDnHyP8vlHnoutTiVNd2T5s4zXeWhU,0,d46001af-0595-472e-83d4-e437b3b565ba,pc
